Date,Open,High,Low,Close,Adj Close,Volume
2023-10-16,223.8699951171875,226.85000610351562,221.82000732421875,224.0399932861328,223.45816040039062,282500
2023-10-17,222.33999633789062,226.14999389648438,221.77999877929688,223.0399932861328,222.46075439453125,311100
2023-10-18,223.25,223.91000366210938,221.33999633789062,221.94000244140625,221.36361694335938,211900
2023-10-19,221.9600067138672,222.1199951171875,216.57000732421875,216.89999389648438,216.33670043945312,282800
2023-10-20,217.2899932861328,219.02000427246094,215.83999633789062,217.0500030517578,216.48631286621094,273100
2023-10-23,216.99000549316406,217.36000061035156,213.72000122070312,214.77000427246094,214.2122344970703,266900
2023-10-24,215.1199951171875,217.5800018310547,214.88999938964844,217.2100067138672,216.64590454101562,215700
2023-10-25,216.3000030517578,216.86000061035156,212.55999755859375,213.0,212.44683837890625,247600
2023-10-26,211.1699981689453,213.05999755859375,209.22999572753906,209.39999389648438,208.85617065429688,355100
2023-10-27,210.0399932861328,212.13999938964844,207.55999755859375,209.38999938964844,208.84620666503906,251900
2023-10-30,211.5399932861328,211.86000061035156,206.57000732421875,209.10000610351562,208.5569610595703,279600
2023-10-31,210.07000732421875,211.36000061035156,208.50999450683594,209.97999572753906,209.43467712402344,589400
2023-11-01,210.25,213.1199951171875,209.0800018310547,212.9499969482422,212.39695739746094,453100
2023-11-02,214.7100067138672,216.10000610351562,212.25,212.85000610351562,212.29722595214844,406400
2023-11-03,214.1699981689453,217.9199981689453,214.1699981689453,217.22999572753906,216.6658477783203,297900
2023-11-06,217.6199951171875,217.6199951171875,215.44000244140625,217.5,216.93515014648438,373400
2023-11-07,217.3000030517578,218.89999389648438,216.5500030517578,218.22999572753906,217.66323852539062,497500
2023-11-08,215.0,215.0,198.80999755859375,206.32000732421875,205.7841796875,1030800
2023-11-09,206.11000061035156,206.13999938964844,199.9199981689453,200.72999572753906,200.2086944580078,604000
2023-11-10,202.3699951171875,203.49000549316406,199.0,199.32000732421875,198.8023681640625,588500
2023-11-13,200.92999267578125,203.69000244140625,199.0,202.22999572753906,201.70480346679688,422900
2023-11-14,205.0500030517578,208.9199981689453,204.10000610351562,205.66000366210938,205.1259002685547,409800
2023-11-15,204.9499969482422,206.63999938964844,203.0500030517578,203.52999877929688,203.0014190673828,742800
2023-11-16,204.52999877929688,205.6999969482422,202.9499969482422,203.4199981689453,202.89170837402344,503800
2023-11-17,204.25999450683594,204.3300018310547,198.0399932861328,200.22999572753906,199.70999145507812,656500
2023-11-20,199.85000610351562,200.5,197.88999938964844,199.8000030517578,199.8000030517578,485100
2023-11-21,201.2899932861328,203.69000244140625,200.32000732421875,201.19000244140625,201.19000244140625,489300
2023-11-22,202.52000427246094,203.61000061035156,200.67999267578125,202.55999755859375,202.55999755859375,282400
2023-11-24,202.47999572753906,203.8300018310547,200.83999633789062,203.19000244140625,203.19000244140625,136000
2023-11-27,202.13999938964844,202.64999389648438,200.63999938964844,201.39999389648438,201.39999389648438,415600
2023-11-28,200.6199951171875,202.1300048828125,197.8000030517578,197.8300018310547,197.8300018310547,432400
2023-11-29,198.13999938964844,199.50999450683594,196.75999450683594,197.44000244140625,197.44000244140625,444500
2023-11-30,197.2899932861328,201.1300048828125,195.47000122070312,200.94000244140625,200.94000244140625,1339200
2023-12-01,199.77000427246094,204.47999572753906,199.1300048828125,203.50999450683594,203.50999450683594,363200
2023-12-04,201.89999389648438,203.22999572753906,197.8300018310547,199.27000427246094,199.27000427246094,493400
2023-12-05,198.39999389648438,199.38999938964844,195.5,198.5500030517578,198.5500030517578,524000
2023-12-06,198.88999938964844,200.6999969482422,198.0,199.2899932861328,199.2899932861328,471100
2023-12-07,200.0800018310547,202.02999877929688,198.9600067138672,201.99000549316406,201.99000549316406,390500
2023-12-08,202.63999938964844,202.63999938964844,197.97999572753906,200.5,200.5,597400
2023-12-11,200.61000061035156,201.8699951171875,199.89999389648438,201.69000244140625,201.69000244140625,402600
2023-12-12,202.36000061035156,202.82000732421875,200.13999938964844,201.5800018310547,201.5800018310547,634000
2023-12-13,201.47000122070312,207.07000732421875,200.41000366210938,206.8699951171875,206.8699951171875,437100
2023-12-14,208.17999267578125,211.38999938964844,206.3800048828125,210.4499969482422,210.4499969482422,581800
2023-12-15,209.6300048828125,212.83999633789062,208.27999877929688,212.63999938964844,212.63999938964844,1211400
2023-12-18,213.24000549316406,215.61000061035156,212.49000549316406,215.5399932861328,215.5399932861328,794900
2023-12-19,216.00999450683594,219.14999389648438,215.97000122070312,219.0500030517578,219.0500030517578,560600
2023-12-20,219.0,219.2899932861328,214.92999267578125,214.9499969482422,214.9499969482422,409400
2023-12-21,216.02000427246094,219.6199951171875,216.02000427246094,218.42999267578125,218.42999267578125,415800
2023-12-22,219.4499969482422,221.0,218.88999938964844,219.7899932861328,219.7899932861328,212500
2023-12-26,219.49000549316406,222.27499389648438,218.8300018310547,221.4199981689453,221.4199981689453,203908
