Date,Open,High,Low,Close,Adj Close,Volume
2023-10-16,82.04000091552734,83.19000244140625,81.05999755859375,82.83000183105469,82.83000183105469,650000
2023-10-17,80.9800033569336,84.16000366210938,80.94999694824219,82.8499984741211,82.8499984741211,691500
2023-10-18,81.6500015258789,82.5199966430664,80.19000244140625,81.12999725341797,81.12999725341797,658200
2023-10-19,80.70999908447266,81.30000305175781,79.08000183105469,79.12999725341797,79.12999725341797,694200
2023-10-20,79.51000213623047,80.2300033569336,78.91999816894531,79.70999908447266,79.70999908447266,491900
2023-10-23,78.87999725341797,80.93000030517578,78.81999969482422,79.30999755859375,79.30999755859375,654600
2023-10-24,79.47000122070312,79.77999877929688,78.41999816894531,78.6500015258789,78.6500015258789,833200
2023-10-25,77.9000015258789,78.5199966430664,76.37000274658203,78.20999908447266,78.20999908447266,776800
2023-10-26,78.76000213623047,79.95999908447266,77.3499984741211,78.5199966430664,78.5199966430664,1099000
2023-10-27,82.2699966430664,83.58000183105469,76.0199966430664,76.55999755859375,76.55999755859375,1326400
2023-10-30,77.37000274658203,80.27999877929688,76.3499984741211,79.47000122070312,79.47000122070312,1468000
2023-10-31,79.54000091552734,81.30000305175781,79.54000091552734,80.37999725341797,80.37999725341797,817600
2023-11-01,80.4000015258789,81.44000244140625,78.80000305175781,81.41000366210938,81.41000366210938,806400
2023-11-02,82.77999877929688,83.76000213623047,82.51000213623047,83.02999877929688,83.02999877929688,942600
2023-11-03,85.01000213623047,86.94999694824219,84.9000015258789,84.98999786376953,84.98999786376953,1063400
2023-11-06,84.47000122070312,84.76000213623047,82.4000015258789,82.68000030517578,82.68000030517578,627800
2023-11-07,82.12999725341797,83.08000183105469,81.25,82.20999908447266,82.20999908447266,744600
2023-11-08,82.58000183105469,83.33000183105469,81.5199966430664,82.37000274658203,82.37000274658203,685800
2023-11-09,82.9800033569336,82.9800033569336,79.37999725341797,79.5199966430664,79.5199966430664,802900
2023-11-10,80.20999908447266,80.69999694824219,78.30000305175781,80.66000366210938,80.66000366210938,667600
2023-11-13,79.9000015258789,80.6500015258789,79.30999755859375,79.61000061035156,79.61000061035156,585000
2023-11-14,82.9800033569336,87.68000030517578,82.9800033569336,86.7300033569336,86.7300033569336,1129600
2023-11-15,86.19999694824219,88.44000244140625,86.13999938964844,86.33000183105469,86.33000183105469,1121500
2023-11-16,86.05999755859375,86.23999786376953,84.2699966430664,85.48999786376953,85.48999786376953,775400
2023-11-17,86.58999633789062,86.5999984741211,83.08999633789062,84.30000305175781,84.30000305175781,1119500
2023-11-20,84.5999984741211,85.47000122070312,83.1500015258789,85.26000213623047,85.26000213623047,866200
2023-11-21,84.25,85.25,83.04000091552734,84.0,84.0,753600
2023-11-22,85.0,85.0,83.16999816894531,83.62000274658203,83.62000274658203,555000
2023-11-24,83.72000122070312,84.08000183105469,83.25,84.0199966430664,84.0199966430664,299000
2023-11-27,84.12999725341797,84.3499984741211,82.70999908447266,84.27999877929688,84.27999877929688,683900
2023-11-28,84.0,85.97000122070312,83.1500015258789,85.83000183105469,85.83000183105469,829900
2023-11-29,86.98999786376953,88.88999938964844,86.93000030517578,87.80000305175781,87.80000305175781,986200
2023-11-30,88.0,89.48999786376953,86.26000213623047,88.30999755859375,88.30999755859375,3933900
2023-12-01,88.30000305175781,92.16999816894531,88.29000091552734,91.93000030517578,91.93000030517578,917100
2023-12-04,91.29000091552734,93.30999755859375,91.01000213623047,91.88999938964844,91.88999938964844,846200
2023-12-05,91.25,92.06999969482422,90.2300033569336,91.68000030517578,91.68000030517578,750200
2023-12-06,92.81999969482422,94.56999969482422,92.33999633789062,93.4000015258789,93.4000015258789,1057800
2023-12-07,92.75,93.16999816894531,91.3499984741211,92.58000183105469,92.58000183105469,1123600
2023-12-08,92.6500015258789,93.13999938964844,91.83999633789062,92.30000305175781,92.30000305175781,879300
2023-12-11,91.9000015258789,93.3499984741211,91.5,91.95999908447266,91.95999908447266,535500
2023-12-12,91.77999877929688,91.83000183105469,90.80000305175781,91.08000183105469,91.08000183105469,602900
2023-12-13,92.33999633789062,97.93000030517578,91.66000366210938,97.58000183105469,97.58000183105469,1254000
2023-12-14,99.58000183105469,109.81999969482422,99.58000183105469,105.75,105.75,2700200
2023-12-15,105.5,107.62999725341797,104.20999908447266,105.43000030517578,105.43000030517578,2388000
2023-12-18,105.5199966430664,105.5199966430664,102.4800033569336,103.06999969482422,103.06999969482422,716600
2023-12-19,103.91000366210938,105.19999694824219,103.75,104.4800033569336,104.4800033569336,547400
2023-12-20,104.1500015258789,105.23999786376953,101.94000244140625,102.1500015258789,102.1500015258789,683600
2023-12-21,103.45999908447266,104.0199966430664,102.0999984741211,102.94999694824219,102.94999694824219,550400
2023-12-22,103.05000305175781,103.94000244140625,102.5199966430664,103.11000061035156,103.11000061035156,292000
2023-12-26,103.58000183105469,103.67500305175781,102.48999786376953,102.63999938964844,102.63999938964844,229404
