Date,Open,High,Low,Close,Adj Close,Volume
2023-03-13,56.84000015258789,57.06999969482422,53.52000045776367,53.59000015258789,53.42896270751953,6588800
2023-03-20,54.04999923706055,56.540000915527344,52.849998474121094,54.560001373291016,54.39604949951172,5450500
2023-03-27,55.36000061035156,58.13999938964844,55.040000915527344,58.02000045776367,57.84565353393555,5389300
2023-04-03,58.04999923706055,58.599998474121094,55.599998474121094,56.380001068115234,56.21057891845703,3130100
2023-04-10,56.310001373291016,57.31999969482422,55.880001068115234,56.2400016784668,56.07100296020508,3029300
2023-04-17,56.130001068115234,57.7599983215332,55.88999938964844,56.439998626708984,56.2703971862793,2815200
2023-04-24,56.54999923706055,57.91999816894531,55.310001373291016,57.56999969482422,57.397003173828125,3824400
2023-05-01,59.36000061035156,60.290000915527344,57.54999923706055,58.619998931884766,58.44384765625,3796000
2023-05-08,58.77000045776367,59.119998931884766,57.709999084472656,58.5099983215332,58.33417510986328,3430000
2023-05-15,58.849998474121094,59.599998474121094,57.7599983215332,58.79999923706055,58.6233024597168,2781000
2023-05-22,58.81999969482422,58.9900016784668,56.52000045776367,57.11000061035156,56.938385009765625,3451500
2023-05-29,56.86000061035156,58.13999938964844,55.939998626708984,58.02000045776367,57.90781784057617,5628300
2023-06-05,58.540000915527344,59.93000030517578,58.04999923706055,59.34000015258789,59.22526550292969,3366000
2023-06-12,59.099998474121094,59.79999923706055,57.86000061035156,58.56999969482422,58.456756591796875,5961000
2023-06-19,58.31999969482422,58.59000015258789,57.470001220703125,57.900001525878906,57.788055419921875,3176900
2023-06-26,57.970001220703125,59.790000915527344,57.7400016784668,59.380001068115234,59.265193939208984,3304100
2023-07-03,59.20000076293945,61.189998626708984,58.810001373291016,60.45000076293945,60.33312225341797,2757900
2023-07-10,60.27000045776367,61.220001220703125,59.369998931884766,59.439998626708984,59.3250732421875,3243900
2023-07-17,59.45000076293945,62.02000045776367,59.45000076293945,61.5,61.3810920715332,2440000
2023-07-24,61.310001373291016,62.77000045776367,60.97999954223633,62.189998626708984,62.06975555419922,2329200
2023-07-31,63.18000030517578,63.93000030517578,62.099998474121094,62.91999816894531,62.798343658447266,2980900
2023-08-07,63.36000061035156,63.93000030517578,62.58000183105469,63.41999816894531,63.29737854003906,2700800
2023-08-14,63.310001373291016,63.310001373291016,61.380001068115234,61.59000015258789,61.470916748046875,3562000
2023-08-21,61.7400016784668,62.650001525878906,61.33000183105469,62.060001373291016,62.002071380615234,2270600
2023-08-28,62.130001068115234,62.75,61.709999084472656,62.29999923706055,62.241844177246094,2724900
2023-09-04,62.130001068115234,62.90999984741211,61.290000915527344,62.43000030517578,62.37172317504883,3966800
2023-09-11,62.810001373291016,64.81999969482422,62.77000045776367,64.25,64.19002532958984,6644200
2023-09-18,64.41000366210938,65.38999938964844,64.0,64.5,64.43978881835938,4201700
2023-09-25,64.1500015258789,64.77999877929688,63.029998779296875,63.310001373291016,63.25090408325195,4242500
2023-10-02,63.16999816894531,63.5,61.43000030517578,63.27000045776367,63.210941314697266,3817600
2023-10-09,63.029998779296875,64.51000213623047,63.029998779296875,63.810001373291016,63.75043487548828,3120000
2023-10-16,64.33000183105469,65.76000213623047,62.79999923706055,62.95000076293945,62.891239166259766,3197900
2023-10-23,62.810001373291016,64.58000183105469,62.22999954223633,62.81999969482422,62.76136016845703,3380200
2023-10-30,62.18000030517578,65.91999816894531,62.18000030517578,65.79000091552734,65.72858428955078,4178800
2023-11-06,65.81999969482422,65.91000366210938,64.83999633789062,65.88999938964844,65.8284912109375,2674700
2023-11-13,65.87999725341797,67.45999908447266,65.69999694824219,67.0,66.93745422363281,4330800
2023-11-20,66.97000122070312,69.37000274658203,66.5999984741211,69.30000305175781,69.23531341552734,3015600
2023-11-27,68.98999786376953,70.63999938964844,68.47000122070312,70.01000213623047,70.01000213623047,10423300
2023-12-04,69.69999694824219,70.87999725341797,68.4800033569336,68.83999633789062,68.83999633789062,3920600
2023-12-11,68.88999938964844,70.43000030517578,67.19999694824219,68.0,68.0,7466300
2023-12-18,68.30999755859375,69.08000183105469,67.8499984741211,68.80000305175781,68.80000305175781,3786100
2023-12-25,68.69999694824219,69.22000122070312,68.48999786376953,68.98999786376953,68.98999786376953,0
