Date,Open,High,Low,Close,Adj Close,Volume
2023-03-13,165.9600067138672,168.38999938964844,160.1199951171875,164.47000122070312,163.36624145507812,9381000
2023-03-20,164.0,166.99000549316406,159.38999938964844,164.17999267578125,163.07818603515625,11500600
2023-03-27,166.0500030517578,166.8000030517578,161.27999877929688,166.44000244140625,165.32302856445312,7907400
2023-04-03,166.7899932861328,169.42999267578125,164.1999969482422,168.94000244140625,167.80624389648438,6475200
2023-04-10,167.89999389648438,174.7899932861328,166.74000549316406,174.60000610351562,173.4282684326172,7254800
2023-04-17,174.00999450683594,177.25999450683594,172.30999755859375,176.8800048828125,175.69296264648438,6398200
2023-04-24,176.99000549316406,177.44000244140625,171.16000366210938,175.77999877929688,174.975341796875,6763700
2023-05-01,175.72000122070312,187.82000732421875,167.52999877929688,186.22999572753906,185.3774871826172,14640700
2023-05-08,186.30999755859375,187.0500030517578,181.7899932861328,183.6199951171875,182.77943420410156,8297600
2023-05-15,183.60000610351562,184.32000732421875,175.86000061035156,179.5500030517578,178.7280731201172,7542200
2023-05-22,178.86000061035156,181.4199981689453,163.57000732421875,164.74000549316406,163.98587036132812,12186700
2023-05-29,164.16000366210938,172.47000122070312,158.64999389648438,171.8800048828125,171.09320068359375,12848600
2023-06-05,172.4600067138672,172.66000366210938,162.3800048828125,163.08999633789062,162.3434295654297,9828800
2023-06-12,163.83999633789062,172.97000122070312,162.75999450683594,170.74000549316406,169.95840454101562,10059800
2023-06-19,168.52000427246094,171.14999389648438,166.88999938964844,168.3699951171875,167.5992431640625,9253700
2023-06-26,167.91000366210938,174.67999267578125,164.5500030517578,172.2100067138672,171.4216766357422,8358400
2023-07-03,170.52999877929688,170.6999969482422,166.0,167.13999938964844,166.3748779296875,5325000
2023-07-10,166.7899932861328,173.3699951171875,166.39999389648438,172.19000244140625,171.40176391601562,7290600
2023-07-17,172.52000427246094,184.85000610351562,169.13999938964844,183.50999450683594,182.66993713378906,11772900
2023-07-24,183.1999969482422,194.99000549316406,182.3000030517578,189.89999389648438,189.4464111328125,13898700
2023-07-31,189.17999267578125,190.08999633789062,178.33999633789062,178.6300048828125,178.20333862304688,8836400
2023-08-07,180.19000244140625,191.8300018310547,177.25,190.8300018310547,190.3741912841797,12421100
2023-08-14,190.2100067138672,192.52000427246094,180.02999877929688,181.57000732421875,181.13632202148438,7783200
2023-08-21,181.86000061035156,185.22999572753906,179.16000366210938,182.82000732421875,182.38333129882812,5259500
2023-08-28,184.50999450683594,194.3699951171875,184.3000030517578,192.52000427246094,192.06016540527344,8711500
2023-09-04,191.66000366210938,192.38999938964844,184.72000122070312,185.77999877929688,185.3362579345703,5751600
2023-09-11,186.16000366210938,189.75999450683594,179.08999633789062,180.25,179.81947326660156,9938700
2023-09-18,179.5800018310547,184.44000244140625,174.97000122070312,176.67999267578125,176.2579803466797,7060900
2023-09-25,175.8000030517578,178.4499969482422,172.7899932861328,173.97999572753906,173.56443786621094,7079100
2023-10-02,173.1999969482422,175.92999267578125,169.19000244140625,175.5800018310547,175.16062927246094,8189200
2023-10-09,173.61000061035156,177.5500030517578,172.25,174.3800048828125,173.96348571777344,6527700
2023-10-16,175.00999450683594,176.5399932861328,165.08999633789062,167.08999633789062,166.69090270996094,7743600
2023-10-23,166.5800018310547,168.5800018310547,155.16000366210938,156.02999877929688,155.65731811523438,8848600
2023-10-30,157.1300048828125,164.72000122070312,151.02999877929688,162.22999572753906,161.84249877929688,19347500
2023-11-06,170.27999877929688,173.55999755859375,162.22000122070312,169.32000732421875,169.32000732421875,13964800
2023-11-13,168.67999267578125,177.6999969482422,167.57000732421875,174.8000030517578,174.8000030517578,8672500
2023-11-20,174.32000732421875,181.38999938964844,173.89999389648438,180.2100067138672,180.2100067138672,4617200
2023-11-27,180.02999877929688,180.7899932861328,173.6300048828125,179.1300048828125,179.1300048828125,8265100
2023-12-04,178.80999755859375,184.85000610351562,178.80999755859375,184.60000610351562,184.60000610351562,7101500
2023-12-11,185.1699981689453,201.9199981689453,184.67999267578125,196.2899932861328,196.2899932861328,14306300
2023-12-18,197.80999755859375,199.33999633789062,192.74000549316406,194.97999572753906,194.97999572753906,8643600
2023-12-25,194.8800048828125,196.3426055908203,194.08999633789062,195.5,195.5,0
