,Datetime,Open,High,Low,Close
0,2023-11-27 09:30:00-05:00,156.0500030517578,157.5800018310547,156.00999450683594,157.32000732421875
1,2023-11-27 13:30:00-05:00,157.32000732421875,157.5050048828125,156.11000061035156,156.25999450683594
2,2023-11-28 09:30:00-05:00,156.27000427246094,158.1699981689453,156.27000427246094,157.3699951171875
3,2023-11-28 13:30:00-05:00,157.35000610351562,157.4499969482422,156.61000061035156,156.67999267578125
4,2023-11-29 09:30:00-05:00,157.58999633789062,158.83999633789062,155.74000549316406,157.32000732421875
5,2023-11-29 13:30:00-05:00,157.35000610351562,157.8300018310547,156.91000366210938,157.07000732421875
6,2023-11-30 09:30:00-05:00,157.1699981689453,158.3000030517578,156.5,156.85000610351562
7,2023-11-30 13:30:00-05:00,156.8699951171875,158.5399932861328,156.6300048828125,158.1199951171875
8,2023-12-01 09:30:00-05:00,158.69000244140625,161.60499572753906,157.1999969482422,159.0399932861328
9,2023-12-01 13:30:00-05:00,158.99000549316406,159.13999938964844,157.67999267578125,157.83999633789062
10,2023-12-04 09:30:00-05:00,157.35000610351562,158.4499969482422,154.5,156.59500122070312
11,2023-12-04 13:30:00-05:00,156.5500030517578,157.75,156.22000122070312,157.5500030517578
12,2023-12-05 09:30:00-05:00,154.25999450683594,157.97999572753906,152.1199951171875,155.26499938964844
13,2023-12-05 13:30:00-05:00,155.26499938964844,156.82000732421875,155.0,156.75999450683594
14,2023-12-06 09:30:00-05:00,157.5,158.80999755859375,157.0500030517578,157.41000366210938
15,2023-12-06 13:30:00-05:00,157.375,157.52499389648438,156.5449981689453,157.33999633789062
16,2023-12-07 09:30:00-05:00,155.10000610351562,155.85000610351562,153.61000061035156,153.8686981201172
17,2023-12-07 13:30:00-05:00,153.8300018310547,154.25,153.55499267578125,154.1999969482422
18,2023-12-08 09:30:00-05:00,154.3800048828125,156.1428985595703,154.0800018310547,155.72000122070312
19,2023-12-08 13:30:00-05:00,155.71499633789062,156.72250366210938,155.19500732421875,155.27999877929688
20,2023-12-11 09:30:00-05:00,154.41000366210938,155.0500030517578,152.77999877929688,152.77999877929688
21,2023-12-11 13:30:00-05:00,152.7899932861328,152.9600067138672,152.10000610351562,152.55999755859375
22,2023-12-12 09:30:00-05:00,155.13999938964844,156.94000244140625,154.66000366210938,156.92999267578125
23,2023-12-12 13:30:00-05:00,156.9600067138672,157.33999633789062,156.39999389648438,157.16000366210938
24,2023-12-13 09:30:00-05:00,161.13999938964844,163.22999572753906,160.83999633789062,161.72999572753906
25,2023-12-13 13:30:00-05:00,161.72999572753906,164.0399932861328,161.30999755859375,163.11000061035156
26,2023-12-14 09:30:00-05:00,163.2899932861328,164.85000610351562,162.39999389648438,163.8000030517578
27,2023-12-14 13:30:00-05:00,163.77000427246094,164.32000732421875,163.1699981689453,163.89999389648438
28,2023-12-15 09:30:00-05:00,163.67999267578125,163.86000061035156,160.35009765625,161.4199981689453
29,2023-12-15 13:30:00-05:00,161.4250030517578,161.64999389648438,159.25,160.19500732421875
30,2023-12-18 09:30:00-05:00,160.5399932861328,161.4499969482422,157.83999633789062,158.36000061035156
31,2023-12-18 13:30:00-05:00,158.4499969482422,158.63999938964844,157.91000366210938,158.5500030517578
32,2023-12-19 09:30:00-05:00,158.63999938964844,159.14999389648438,157.75,158.6699981689453
33,2023-12-19 13:30:00-05:00,158.66600036621094,159.77000427246094,158.4600067138672,159.3990020751953
34,2023-12-20 09:30:00-05:00,158.2100067138672,160.44500732421875,157.8300018310547,159.9499969482422
35,2023-12-20 13:30:00-05:00,159.91000366210938,160.11000061035156,157.50100708007812,157.97000122070312
36,2023-12-21 09:30:00-05:00,159.27999877929688,160.4199981689453,158.74000549316406,159.6649932861328
37,2023-12-21 13:30:00-05:00,159.72500610351562,160.5,159.49000549316406,160.39999389648438
38,2023-12-22 09:30:00-05:00,158.8800048828125,162.77999877929688,158.8800048828125,162.58779907226562
39,2023-12-22 13:30:00-05:00,162.64500427246094,162.89999389648438,161.47000122070312,161.97000122070312
40,2023-12-26 09:30:00-05:00,162.0,162.2550048828125,161.3800048828125,161.60000610351562
41,2023-12-26 13:30:00-05:00,161.61000061035156,161.85499572753906,161.16000366210938,161.6199951171875
