,Datetime,Open,High,Low,Close
0,2023-11-27 09:30:00-05:00,107.66000366210938,108.08000183105469,106.9000015258789,107.8949966430664
1,2023-11-27 13:30:00-05:00,107.9000015258789,108.22000122070312,107.63999938964844,107.94999694824219
2,2023-11-28 09:30:00-05:00,108.56999969482422,109.9000015258789,108.1500015258789,109.0199966430664
3,2023-11-28 13:30:00-05:00,109.01000213623047,109.12000274658203,108.62999725341797,108.70999908447266
4,2023-11-29 09:30:00-05:00,110.80000305175781,112.1500015258789,110.25,111.01000213623047
5,2023-11-29 13:30:00-05:00,111.01000213623047,111.05000305175781,110.1449966430664,110.37999725341797
6,2023-11-30 09:30:00-05:00,110.52999877929688,110.59500122070312,108.96489715576172,109.37999725341797
7,2023-11-30 13:30:00-05:00,109.37999725341797,110.31500244140625,109.26000213623047,110.19000244140625
8,2023-12-01 09:30:00-05:00,110.33000183105469,112.5999984741211,109.75,112.53500366210938
9,2023-12-01 13:30:00-05:00,112.54000091552734,113.55000305175781,112.5199966430664,113.5
10,2023-12-04 09:30:00-05:00,113.08000183105469,114.94000244140625,113.0,114.69000244140625
11,2023-12-04 13:30:00-05:00,114.68499755859375,115.31999969482422,114.55000305175781,115.12999725341797
12,2023-12-05 09:30:00-05:00,114.66000366210938,116.04000091552734,114.5999984741211,115.81999969482422
13,2023-12-05 13:30:00-05:00,115.81999969482422,116.01000213623047,115.4000015258789,115.41999816894531
14,2023-12-06 09:30:00-05:00,116.0,117.13999938964844,115.57209777832031,116.9800033569336
15,2023-12-06 13:30:00-05:00,116.97000122070312,117.04000091552734,116.0199966430664,116.18000030517578
16,2023-12-07 09:30:00-05:00,114.12000274658203,116.0,114.12000274658203,114.98500061035156
17,2023-12-07 13:30:00-05:00,114.9800033569336,115.11499786376953,114.62000274658203,114.83999633789062
18,2023-12-08 09:30:00-05:00,114.80000305175781,116.29000091552734,114.5199966430664,115.91999816894531
19,2023-12-08 13:30:00-05:00,115.91999816894531,116.2750015258789,115.7300033569336,115.9000015258789
20,2023-12-11 09:30:00-05:00,117.79000091552734,119.41999816894531,117.43000030517578,118.9800033569336
21,2023-12-11 13:30:00-05:00,118.9800033569336,119.18000030517578,118.47010040283203,118.61000061035156
22,2023-12-12 09:30:00-05:00,119.68000030517578,119.88999938964844,118.58000183105469,119.05000305175781
23,2023-12-12 13:30:00-05:00,119.04499816894531,119.98999786376953,118.93000030517578,119.6500015258789
24,2023-12-13 09:30:00-05:00,119.3499984741211,120.08000183105469,119.19999694824219,119.7699966430664
25,2023-12-13 13:30:00-05:00,119.77999877929688,121.44000244140625,119.58000183105469,121.18000030517578
26,2023-12-14 09:30:00-05:00,121.44000244140625,122.58999633789062,119.81999969482422,122.25
27,2023-12-14 13:30:00-05:00,122.25,122.30999755859375,120.94999694824219,121.0
28,2023-12-15 09:30:00-05:00,120.93000030517578,122.05999755859375,120.5999984741211,121.73999786376953
29,2023-12-15 13:30:00-05:00,121.75,121.93499755859375,120.75,121.45999908447266
30,2023-12-18 09:30:00-05:00,121.01000213623047,121.83999633789062,120.8550033569336,121.47149658203125
31,2023-12-18 13:30:00-05:00,121.472900390625,121.76000213623047,121.04000091552734,121.13999938964844
32,2023-12-19 09:30:00-05:00,121.73999786376953,123.33999633789062,121.63999938964844,122.2699966430664
33,2023-12-19 13:30:00-05:00,122.27999877929688,122.66000366210938,122.2249984741211,122.63999938964844
34,2023-12-20 09:30:00-05:00,121.12999725341797,123.31999969482422,121.0,123.2699966430664
35,2023-12-20 13:30:00-05:00,123.2699966430664,123.3916015625,121.35189819335938,121.4000015258789
36,2023-12-21 09:30:00-05:00,122.30000305175781,123.30000305175781,121.30000305175781,121.72000122070312
37,2023-12-21 13:30:00-05:00,121.7300033569336,122.6449966430664,121.69999694824219,122.44999694824219
38,2023-12-22 09:30:00-05:00,108.26000213623047,110.80000305175781,107.44999694824219,108.71499633789062
39,2023-12-22 13:30:00-05:00,108.71499633789062,108.94400024414062,107.75499725341797,108.03939819335938
40,2023-12-26 09:30:00-05:00,108.30000305175781,108.69000244140625,107.4800033569336,108.19000244140625
41,2023-12-26 13:30:00-05:00,108.19000244140625,108.51000213623047,107.86000061035156,108.0199966430664
