,Datetime,Open,High,Low,Close
0,2023-11-27 09:30:00-05:00,86.81999969482422,87.48999786376953,86.56999969482422,86.78500366210938
1,2023-11-27 13:30:00-05:00,86.80000305175781,86.8499984741211,85.9000015258789,85.95999908447266
2,2023-11-28 09:30:00-05:00,85.81999969482422,86.55999755859375,84.98999786376953,85.13999938964844
3,2023-11-28 13:30:00-05:00,85.12000274658203,85.36000061035156,84.5199966430664,84.54000091552734
4,2023-11-29 09:30:00-05:00,84.62999725341797,85.0,83.52999877929688,83.91500091552734
5,2023-11-29 13:30:00-05:00,83.91999816894531,84.33000183105469,83.5,83.5999984741211
6,2023-11-30 09:30:00-05:00,83.81999969482422,84.36000061035156,83.18000030517578,83.91000366210938
7,2023-11-30 13:30:00-05:00,83.93000030517578,84.27999877929688,83.80000305175781,84.19000244140625
8,2023-12-01 09:30:00-05:00,84.19000244140625,84.91000366210938,83.8499984741211,84.38999938964844
9,2023-12-01 13:30:00-05:00,84.3499984741211,84.47000122070312,83.79000091552734,84.2300033569336
10,2023-12-04 09:30:00-05:00,84.11000061035156,85.53500366210938,83.84500122070312,84.19999694824219
11,2023-12-04 13:30:00-05:00,84.20999908447266,84.4000015258789,84.02999877929688,84.12999725341797
12,2023-12-05 09:30:00-05:00,83.58000183105469,83.75,81.66999816894531,81.9800033569336
13,2023-12-05 13:30:00-05:00,81.96499633789062,82.08000183105469,81.37999725341797,81.41000366210938
14,2023-12-06 09:30:00-05:00,81.9000015258789,83.2300033569336,81.80999755859375,82.6449966430664
15,2023-12-06 13:30:00-05:00,82.6449966430664,82.87000274658203,82.44999694824219,82.55999755859375
16,2023-12-07 09:30:00-05:00,82.58999633789062,83.57499694824219,82.25,83.56500244140625
17,2023-12-07 13:30:00-05:00,83.58000183105469,84.44000244140625,83.56999969482422,84.27999877929688
18,2023-12-08 09:30:00-05:00,84.38999938964844,85.4000015258789,82.33000183105469,85.33999633789062
19,2023-12-08 13:30:00-05:00,85.31999969482422,85.44999694824219,85.05000305175781,85.19000244140625
20,2023-12-11 09:30:00-05:00,85.61000061035156,86.98999786376953,85.08499908447266,86.8949966430664
21,2023-12-11 13:30:00-05:00,86.88999938964844,87.125,86.69000244140625,87.08000183105469
22,2023-12-12 09:30:00-05:00,87.44000244140625,88.87999725341797,86.71499633789062,88.7300033569336
23,2023-12-12 13:30:00-05:00,88.72000122070312,90.1500015258789,88.61000061035156,90.05999755859375
24,2023-12-13 09:30:00-05:00,89.68000030517578,90.0,87.45999908447266,87.63500213623047
25,2023-12-13 13:30:00-05:00,87.63500213623047,88.70999908447266,87.48999786376953,88.05000305175781
26,2023-12-14 09:30:00-05:00,91.04000091552734,93.70500183105469,90.29000091552734,92.68000030517578
27,2023-12-14 13:30:00-05:00,92.69000244140625,93.45999908447266,92.06999969482422,93.08000183105469
28,2023-12-15 09:30:00-05:00,92.8499984741211,93.63999938964844,92.04000091552734,92.20999908447266
29,2023-12-15 13:30:00-05:00,92.2249984741211,93.66000366210938,91.86000061035156,93.01000213623047
30,2023-12-18 09:30:00-05:00,92.7300033569336,93.41000366210938,91.69999694824219,92.9000015258789
31,2023-12-18 13:30:00-05:00,92.86499786376953,93.30999755859375,92.43000030517578,93.2699966430664
32,2023-12-19 09:30:00-05:00,93.61000061035156,94.5199966430664,92.87999725341797,94.31999969482422
33,2023-12-19 13:30:00-05:00,94.3499984741211,95.06800079345703,94.19000244140625,94.92500305175781
34,2023-12-20 09:30:00-05:00,93.8499984741211,94.9000015258789,92.22000122070312,92.51000213623047
35,2023-12-20 13:30:00-05:00,92.48999786376953,92.677001953125,90.5,90.62999725341797
36,2023-12-21 09:30:00-05:00,91.44999694824219,91.91999816894531,90.22000122070312,91.51000213623047
37,2023-12-21 13:30:00-05:00,91.52999877929688,91.58999633789062,90.91999816894531,91.37999725341797
38,2023-12-22 09:30:00-05:00,91.2699966430664,92.54000091552734,91.16000366210938,92.0999984741211
39,2023-12-22 13:30:00-05:00,92.08999633789062,92.26000213623047,91.41000366210938,91.44000244140625
40,2023-12-26 09:30:00-05:00,91.5,92.06999969482422,91.26000213623047,92.0250015258789
41,2023-12-26 13:30:00-05:00,92.04000091552734,92.52999877929688,91.83999633789062,92.3499984741211
